pattern_rank,model,error_category,subrule,normalised_annotated_text,distinct_annotations,affected_documents,affected_reviewers,affected_archives,annotations_per_1000_model_tokens,prompt_candidate,example_surface_forms,example_documents,reviewers,archives
1869,Llama 3.3 70B · 12 000 TPM,Acentuación,No sub-rule assigned,capitan,1,1,1,1,0.02352553697038135,False,Capitan,BnF_174_03,Arturo,bnf_174
1870,Llama 3.3 70B · 12 000 TPM,Acentuación,No sub-rule assigned,cargo,1,1,1,1,0.02352553697038135,False,cargo,BnF_266_03,Rodrigo,bnf_266
1871,Llama 3.3 70B · 12 000 TPM,Acentuación,No sub-rule assigned,coyuacán,1,1,1,1,0.02352553697038135,False,Coyuacán,AGN_HospJesus_c474_leg267-2_exp024_7473-7537_02,Paco,agn_hospjesus
1872,Llama 3.3 70B · 12 000 TPM,Acentuación,No sub-rule assigned,darsele,1,1,1,1,0.02352553697038135,False,darsele,AGI_INDIFERENTE_2065_N45_11,Alba,agi_indiferente
1873,Llama 3.3 70B · 12 000 TPM,Acentuación,No sub-rule assigned,dean,1,1,1,1,0.02352553697038135,False,dean,AGN_Inquisicion_v1568A_exp152_fs115-116v_01,Rodrigo,agn_inquisicion
1874,Llama 3.3 70B · 12 000 TPM,Acentuación,No sub-rule assigned,desvios,1,1,1,1,0.02352553697038135,False,desvios,AGI_INDIFERENTE_1529_N8_06,Rodrigo,agi_indiferente
1875,Llama 3.3 70B · 12 000 TPM,Acentuación,No sub-rule assigned,"efecto, cambio",1,1,1,1,0.02352553697038135,False,"efecto, cambio",BnF_174_03,Arturo,bnf_174
1876,Llama 3.3 70B · 12 000 TPM,Acentuación,No sub-rule assigned,enrriquez,1,1,1,1,0.02352553697038135,False,Enrriquez,BnF_119-148_18,Arturo,bnf_119-148
1877,Llama 3.3 70B · 12 000 TPM,Acentuación,No sub-rule assigned,entendi,1,1,1,1,0.02352553697038135,False,Entendi,BnF_118_08,Arturo,bnf_118
1878,Llama 3.3 70B · 12 000 TPM,Acentuación,No sub-rule assigned,esta,1,1,1,1,0.02352553697038135,False,esta,BnF_118_03,Paloma,bnf_118
1879,Llama 3.3 70B · 12 000 TPM,Acentuación,No sub-rule assigned,expreso,1,1,1,1,0.02352553697038135,False,expreso,AGN_Tierras_v2963_exp059_24,Paco,agn_tierras
1880,Llama 3.3 70B · 12 000 TPM,Acentuación,No sub-rule assigned,firmo,1,1,1,1,0.02352553697038135,False,firmo,AGN_AHHacienda_v268_exp046_03,Arturo,agn_ahhacienda
1881,Llama 3.3 70B · 12 000 TPM,Acentuación,No sub-rule assigned,firmólo,1,1,1,1,0.02352553697038135,False,firmólo,AGI_INDIFERENTE_2065_N45_11,Alba,agi_indiferente
1882,Llama 3.3 70B · 12 000 TPM,Acentuación,No sub-rule assigned,frio,1,1,1,1,0.02352553697038135,False,frio,AGI_CONTRATACION_1089_N8_151,Paco,agi_contratacion
1883,Llama 3.3 70B · 12 000 TPM,Acentuación,No sub-rule assigned,herede,1,1,1,1,0.02352553697038135,False,herede,BnF_244_04,Edna,bnf_244
1884,Llama 3.3 70B · 12 000 TPM,Acentuación,No sub-rule assigned,hizose,1,1,1,1,0.02352553697038135,False,Hizose,BnF_110_09,Alba,bnf_110
1885,Llama 3.3 70B · 12 000 TPM,Acentuación,No sub-rule assigned,lease,1,1,1,1,0.02352553697038135,False,lease,BnF_117_14,Alba,bnf_117
1886,Llama 3.3 70B · 12 000 TPM,Acentuación,No sub-rule assigned,mando,1,1,1,1,0.02352553697038135,False,mando,AGN_GralParte_v006_exp617_02,Rodrigo,agn_gralparte
1887,Llama 3.3 70B · 12 000 TPM,Acentuación,No sub-rule assigned,mandó,1,1,1,1,0.02352553697038135,False,mandó,AGN_GralParte_v006_exp617_02,Rodrigo,agn_gralparte
1888,Llama 3.3 70B · 12 000 TPM,Acentuación,No sub-rule assigned,mexico,1,1,1,1,0.02352553697038135,False,mexico,AGI_CONTRATACION_1089_N8_151,Paco,agi_contratacion
1889,Llama 3.3 70B · 12 000 TPM,Acentuación,No sub-rule assigned,mi,1,1,1,1,0.02352553697038135,False,mi,BnF_174_03,Arturo,bnf_174
1890,Llama 3.3 70B · 12 000 TPM,Acentuación,No sub-rule assigned,mi alonso,1,1,1,1,0.02352553697038135,False,mi Alonso,AGN_AHHacienda_v268_exp046_03,Arturo,agn_ahhacienda
1891,Llama 3.3 70B · 12 000 TPM,Acentuación,No sub-rule assigned,otorgue,1,1,1,1,0.02352553697038135,False,otorgue,AGN_Tierras_v039-2_exp003_41,Flor,agn_tierras
1892,Llama 3.3 70B · 12 000 TPM,Acentuación,No sub-rule assigned,oyelo,1,1,1,1,0.02352553697038135,False,Oyelo,BnF_110_09,Alba,bnf_110
1893,Llama 3.3 70B · 12 000 TPM,Acentuación,No sub-rule assigned,parlo,1,1,1,1,0.02352553697038135,False,parlo,BnF_266_03,Rodrigo,bnf_266
1894,Llama 3.3 70B · 12 000 TPM,Acentuación,No sub-rule assigned,parvulos,1,1,1,1,0.02352553697038135,False,parvulos,BnF_174_03,Arturo,bnf_174
1895,Llama 3.3 70B · 12 000 TPM,Acentuación,No sub-rule assigned,paso,1,1,1,1,0.02352553697038135,False,paso,BnF_032_39,Paloma,bnf_032
1896,Llama 3.3 70B · 12 000 TPM,Acentuación,No sub-rule assigned,pimeria,1,1,1,1,0.02352553697038135,False,pimeria,BnF_174_03,Arturo,bnf_174
1897,Llama 3.3 70B · 12 000 TPM,Acentuación,No sub-rule assigned,ratifico,1,1,1,1,0.02352553697038135,False,ratifico,BnF_113_25,Flor,bnf_113
1898,Llama 3.3 70B · 12 000 TPM,Acentuación,No sub-rule assigned,renuncio,1,1,1,1,0.02352553697038135,False,Renuncio,AGN_AHHacienda_v268_exp046_03,Arturo,agn_ahhacienda
1899,Llama 3.3 70B · 12 000 TPM,Acentuación,No sub-rule assigned,rio,1,1,1,1,0.02352553697038135,False,rio,AGI_CONTRATACION_1089_N8_151,Paco,agi_contratacion
1900,Llama 3.3 70B · 12 000 TPM,Acentuación,No sub-rule assigned,rios,1,1,1,1,0.02352553697038135,False,rios,AGI_CONTRATACION_1089_N8_151,Paco,agi_contratacion
1901,Llama 3.3 70B · 12 000 TPM,Acentuación,No sub-rule assigned,sevastian,1,1,1,1,0.02352553697038135,False,Sevastian,AGI_CONTRATACION_1089_N8_176,Flor,agi_contratacion
1902,Llama 3.3 70B · 12 000 TPM,Acentuación,No sub-rule assigned,señorio,1,1,1,1,0.02352553697038135,False,Señorio,BnF_244_05,Edna,bnf_244
1903,Llama 3.3 70B · 12 000 TPM,Acentuación,No sub-rule assigned,tenia,1,1,1,1,0.02352553697038135,False,tenia,BnF_244_05,Edna,bnf_244
1904,Llama 3.3 70B · 12 000 TPM,Acentuación,No sub-rule assigned,trato,1,1,1,1,0.02352553697038135,False,trato,BnF_110_33,Alba,bnf_110
1905,Llama 3.3 70B · 12 000 TPM,Acentuación,No sub-rule assigned,vide,1,1,1,1,0.02352553697038135,False,vide,BnF_266_03,Rodrigo,bnf_266
1906,Llama 3.3 70B · 12 000 TPM,Acentuación,No sub-rule assigned,vio,1,1,1,1,0.02352553697038135,False,vio,BnF_266_03,Rodrigo,bnf_266
1907,Llama 3.3 70B · 12 000 TPM,Acentuación,No sub-rule assigned,yran,1,1,1,1,0.02352553697038135,False,yran,AGI_CONTRATACION_1089_N8_151,Paco,agi_contratacion
1908,Llama 3.3 70B · 12 000 TPM,Cambios,Deleción,1585. estos,1,1,1,1,0.02352553697038135,False,1585. Estos,BnF_116_08,Adriana,bnf_116
1909,Llama 3.3 70B · 12 000 TPM,Cambios,Deleción,1598. los,1,1,1,1,0.02352553697038135,False,1598. Los,BnF_243_18,Adriana,bnf_243
1910,Llama 3.3 70B · 12 000 TPM,Cambios,Deleción,1698.,1,1,1,1,0.02352553697038135,False,1698.,BnF_174_04,Paloma,bnf_174
1911,Llama 3.3 70B · 12 000 TPM,Cambios,Deleción,a las,1,1,1,1,0.02352553697038135,False,a las,BnF_264_12,Edna,bnf_264
1912,Llama 3.3 70B · 12 000 TPM,Cambios,Deleción,a mis,1,1,1,1,0.02352553697038135,False,a mis,BnF_243_16,Rodrigo,bnf_243
1913,Llama 3.3 70B · 12 000 TPM,Cambios,Deleción,a ver,1,1,1,1,0.02352553697038135,False,a ver,utblac_gg_mss_g62_duplicated_09,Flor,utblac_gg
1914,Llama 3.3 70B · 12 000 TPM,Cambios,Deleción,"adán,",1,1,1,1,0.02352553697038135,False,"Adán,",BnF_174_04,Paloma,bnf_174
1915,Llama 3.3 70B · 12 000 TPM,Cambios,Deleción,agustín,1,1,1,1,0.02352553697038135,False,Agustín,AGN_HospJesus_c474_leg267-2_exp024_7473-7537_10,Arturo,agn_hospjesus
1916,Llama 3.3 70B · 12 000 TPM,Cambios,Deleción,ai,1,1,1,1,0.02352553697038135,False,ai,BnF_264_12,Edna,bnf_264
1917,Llama 3.3 70B · 12 000 TPM,Cambios,Deleción,alcalde de,1,1,1,1,0.02352553697038135,False,alcalde de,utblac_gg_mss_g62_duplicated_09,Flor,utblac_gg
1918,Llama 3.3 70B · 12 000 TPM,Cambios,Deleción,alguna. en,1,1,1,1,0.02352553697038135,False,alguna. En,AGN_GralParte_v006_exp617_02,Rodrigo,agn_gralparte
1919,Llama 3.3 70B · 12 000 TPM,Cambios,Deleción,ante el,1,1,1,1,0.02352553697038135,False,ante el,BnF_075_035,Arturo,bnf_075
1920,Llama 3.3 70B · 12 000 TPM,Cambios,Deleción,anterior,1,1,1,1,0.02352553697038135,False,anterior,BnF_394_07,Rodrigo,bnf_394
1921,Llama 3.3 70B · 12 000 TPM,Cambios,Deleción,antes.,1,1,1,1,0.02352553697038135,False,antes.,Mechoacan_Yurirapundaro_2,Arturo,mechoacan_yurirapundaro
1922,Llama 3.3 70B · 12 000 TPM,Cambios,Deleción,antiguamente hubo,1,1,1,1,0.02352553697038135,False,antiguamente hubo,BnF_264_02,Paloma,bnf_264
1923,Llama 3.3 70B · 12 000 TPM,Cambios,Deleción,"apostólica, a",1,1,1,1,0.02352553697038135,False,"apostólica, a",utblac_wbs_0912a_duplicated,Arturo,utblac_wbs
1924,Llama 3.3 70B · 12 000 TPM,Cambios,Deleción,areglando,1,1,1,1,0.02352553697038135,False,areglando,UIA_Ms149_Exp3_04,Alba,uia_ms149
1925,Llama 3.3 70B · 12 000 TPM,Cambios,Deleción,asiento,1,1,1,1,0.02352553697038135,False,asiento,BnF_032_33,Adriana,bnf_032
1926,Llama 3.3 70B · 12 000 TPM,Cambios,Deleción,así dicen,1,1,1,1,0.02352553697038135,False,así dicen,BnF_264_02,Paloma,bnf_264
1927,Llama 3.3 70B · 12 000 TPM,Cambios,Deleción,atreva,1,1,1,1,0.02352553697038135,False,atreva,BnF_119-148_33,Paloma,bnf_119-148
1928,Llama 3.3 70B · 12 000 TPM,Cambios,Deleción,autos,1,1,1,1,0.02352553697038135,False,Autos,BnF_118_02,Rodrigo,bnf_118
1929,Llama 3.3 70B · 12 000 TPM,Cambios,Deleción,"ayauztenco, lo",1,1,1,1,0.02352553697038135,False,"Ayauztenco, lo",BnF_110_09,Alba,bnf_110
1930,Llama 3.3 70B · 12 000 TPM,Cambios,Deleción,"azevedo, saque",1,1,1,1,0.02352553697038135,False,"Azevedo, saque",utblac_eog_wbs_procesal_sample_01_10,Javier,utblac_eog
1931,Llama 3.3 70B · 12 000 TPM,Cambios,Deleción,año. 8a.,1,1,1,1,0.02352553697038135,False,año. 8a.,AGS_CE_RG_L379_04,Rodrigo,ags_ce
1932,Llama 3.3 70B · 12 000 TPM,Cambios,Deleción,año. juan,1,1,1,1,0.02352553697038135,False,año. Juan,AGI_CONTRATACION_1089_N8_176,Flor,agi_contratacion
1933,Llama 3.3 70B · 12 000 TPM,Cambios,Deleción,bajar,1,1,1,1,0.02352553697038135,False,bajar,BnF_266_07,Paco,bnf_266
1934,Llama 3.3 70B · 12 000 TPM,Cambios,Deleción,benito,1,1,1,1,0.02352553697038135,False,Benito,AGI_CONTRATACION_1089_N8_176,Flor,agi_contratacion
1935,Llama 3.3 70B · 12 000 TPM,Cambios,Deleción,bien les,1,1,1,1,0.02352553697038135,False,bien les,AGN_HospJesus_c474_leg267-2_exp024_7473-7537_05,Rodrigo,agn_hospjesus
1936,Llama 3.3 70B · 12 000 TPM,Cambios,Deleción,bulas,1,1,1,1,0.02352553697038135,False,bulas,BnF_394_07,Rodrigo,bnf_394
1937,Llama 3.3 70B · 12 000 TPM,Cambios,Deleción,cada señor,1,1,1,1,0.02352553697038135,False,cada señor,BnF_264_12,Edna,bnf_264
1938,Llama 3.3 70B · 12 000 TPM,Cambios,Deleción,cansados y sedientos,1,1,1,1,0.02352553697038135,False,cansados y sedientos,BnF_266_05,Adriana,bnf_266
1939,Llama 3.3 70B · 12 000 TPM,Cambios,Deleción,capítulo,1,1,1,1,0.02352553697038135,False,capítulo,utblac_JGI_XXIII-09_Amula_25,Rodrigo,utblac_jgi
1940,Llama 3.3 70B · 12 000 TPM,Cambios,Deleción,"caridad, y",1,1,1,1,0.02352553697038135,False,"Caridad, y",BnF_174_03,Arturo,bnf_174
1941,Llama 3.3 70B · 12 000 TPM,Cambios,Deleción,"casas, estancias",1,1,1,1,0.02352553697038135,False,"casas, estancias",AGN_HospJesus_c474_leg267-2_exp024_7473-7537_02,Paco,agn_hospjesus
1942,Llama 3.3 70B · 12 000 TPM,Cambios,Deleción,chimal,1,1,1,1,0.02352553697038135,False,Chimal,BnF_111_21,Flor,bnf_111
1943,Llama 3.3 70B · 12 000 TPM,Cambios,Deleción,chusma,1,1,1,1,0.02352553697038135,False,chusma,BP_CM_R494_156_2,Javier,bp_cm
1944,Llama 3.3 70B · 12 000 TPM,Cambios,Deleción,ciento once,1,1,1,1,0.02352553697038135,False,ciento once,BnF_030_22,Paco,bnf_030
1945,Llama 3.3 70B · 12 000 TPM,Cambios,Deleción,"citado, de",1,1,1,1,0.02352553697038135,False,"citado, de",BnF_264_12,Edna,bnf_264
1946,Llama 3.3 70B · 12 000 TPM,Cambios,Deleción,ciudad. la,1,1,1,1,0.02352553697038135,False,ciudad. La,utblac_gg_mss_g62_duplicated_03,Flor,utblac_gg
1947,Llama 3.3 70B · 12 000 TPM,Cambios,Deleción,color sino,1,1,1,1,0.02352553697038135,False,color sino,BnF_167_29,Adriana,bnf_167
1948,Llama 3.3 70B · 12 000 TPM,Cambios,Deleción,como de causa,1,1,1,1,0.02352553697038135,False,como de causa,AGN_AHHacienda_v268_exp046_02,Paloma,agn_ahhacienda
1949,Llama 3.3 70B · 12 000 TPM,Cambios,Deleción,comprendidas,1,1,1,1,0.02352553697038135,False,comprendidas,UIA_Ms149_Exp3_43,Paco,uia_ms149
1950,Llama 3.3 70B · 12 000 TPM,Cambios,Deleción,concedían veinte,1,1,1,1,0.02352553697038135,False,concedían veinte,BnF_117_13,Paco,bnf_117
1951,Llama 3.3 70B · 12 000 TPM,Cambios,Deleción,conoce,1,1,1,1,0.02352553697038135,False,conoce,BnF_266_07,Paco,bnf_266
1952,Llama 3.3 70B · 12 000 TPM,Cambios,Deleción,consentían que,1,1,1,1,0.02352553697038135,False,consentían que,BnF_266_10,Flor,bnf_266
1953,Llama 3.3 70B · 12 000 TPM,Cambios,Deleción,consta en la escritura,1,1,1,1,0.02352553697038135,False,consta en la escritura,BnF_243_18,Adriana,bnf_243
1954,Llama 3.3 70B · 12 000 TPM,Cambios,Deleción,constituye fiador,1,1,1,1,0.02352553697038135,False,constituye fiador,AGN_IndiferenteVirreinal_caja4071_exp024_1,Rodrigo,agn_indiferentevirreinal
1955,Llama 3.3 70B · 12 000 TPM,Cambios,Deleción,contamos,1,1,1,1,0.02352553697038135,False,contamos,BnF_266_10,Flor,bnf_266
1956,Llama 3.3 70B · 12 000 TPM,Cambios,Deleción,contenido,1,1,1,1,0.02352553697038135,False,contenido,AGN_HospJesus_c474_leg267-2_exp024_7473-7537_05,Rodrigo,agn_hospjesus
1957,Llama 3.3 70B · 12 000 TPM,Cambios,Deleción,corregidor,1,1,1,1,0.02352553697038135,False,corregidor,AGN_AHHacienda_v268_exp046_02,Paloma,agn_ahhacienda
1958,Llama 3.3 70B · 12 000 TPM,Cambios,Deleción,cosa,1,1,1,1,0.02352553697038135,False,cosa,utblac_wbs_1433_duplicated_1,Rodrigo,utblac_wbs
1959,Llama 3.3 70B · 12 000 TPM,Cambios,Deleción,cosas.,1,1,1,1,0.02352553697038135,False,cosas.,BnF_167_03,Javier,bnf_167
1960,Llama 3.3 70B · 12 000 TPM,Cambios,Deleción,cristiana,1,1,1,1,0.02352553697038135,False,Cristiana,BnF_174_03,Arturo,bnf_174
1961,Llama 3.3 70B · 12 000 TPM,Cambios,Deleción,cual en la segunda parte,1,1,1,1,0.02352553697038135,False,cual en la segunda parte,BnF_264_03,Adriana,bnf_264
1962,Llama 3.3 70B · 12 000 TPM,Cambios,Deleción,cualquier,1,1,1,1,0.02352553697038135,False,cualquier,BnF_118_03,Paloma,bnf_118
1963,Llama 3.3 70B · 12 000 TPM,Cambios,Deleción,cuando la,1,1,1,1,0.02352553697038135,False,cuando la,BnF_266_05,Adriana,bnf_266
1964,Llama 3.3 70B · 12 000 TPM,Cambios,Deleción,cumplieron,1,1,1,1,0.02352553697038135,False,cumplieron,utblac_wbs_1433_duplicated_1,Rodrigo,utblac_wbs
1965,Llama 3.3 70B · 12 000 TPM,Cambios,Deleción,córdoba. por,1,1,1,1,0.02352553697038135,False,Córdoba. Por,AGN_Indios_v009_exp002_fs3v-4_01,Arturo,agn_indios
1966,Llama 3.3 70B · 12 000 TPM,Cambios,Deleción,de dos,1,1,1,1,0.02352553697038135,False,de dos,BnF_266_06,Adriana,bnf_266
1967,Llama 3.3 70B · 12 000 TPM,Cambios,Deleción,de ellos con,1,1,1,1,0.02352553697038135,False,de ellos con,BnF_266_05,Adriana,bnf_266
1968,Llama 3.3 70B · 12 000 TPM,Cambios,Deleción,"de ellos, los",1,1,1,1,0.02352553697038135,False,"de ellos, los",AGN_Inquisicion_v1568A_exp152_fs115-116v_01,Rodrigo,agn_inquisicion
1969,Llama 3.3 70B · 12 000 TPM,Cambios,Deleción,de hacer,1,1,1,1,0.02352553697038135,False,de hacer,BnF_112_08,Paloma,bnf_112
1970,Llama 3.3 70B · 12 000 TPM,Cambios,Deleción,de la cruz,1,1,1,1,0.02352553697038135,False,de la cruz,BnF_075_003,Adriana,bnf_075
1971,Llama 3.3 70B · 12 000 TPM,Cambios,Deleción,de la madera,1,1,1,1,0.02352553697038135,False,de la madera,BP_CM_R494_156_2,Javier,bp_cm
1972,Llama 3.3 70B · 12 000 TPM,Cambios,Deleción,de nava,1,1,1,1,0.02352553697038135,False,de Nava,BnF_075_003,Adriana,bnf_075
1973,Llama 3.3 70B · 12 000 TPM,Cambios,Deleción,de nuestra,1,1,1,1,0.02352553697038135,False,de nuestra,BnF_119-148_24,Adriana,bnf_119-148
1974,Llama 3.3 70B · 12 000 TPM,Cambios,Deleción,de tres,1,1,1,1,0.02352553697038135,False,de tres,BnF_266_06,Adriana,bnf_266
1975,Llama 3.3 70B · 12 000 TPM,Cambios,Deleción,de veracruz,1,1,1,1,0.02352553697038135,False,de Veracruz,utblac_gg_mss_g62_duplicated_09,Flor,utblac_gg
1976,Llama 3.3 70B · 12 000 TPM,Cambios,Deleción,"del, el",1,1,1,1,0.02352553697038135,False,"del, el",BnF_243_16,Rodrigo,bnf_243
1977,Llama 3.3 70B · 12 000 TPM,Cambios,Deleción,"demás, con",1,1,1,1,0.02352553697038135,False,"demás, con",BnF_266_06,Adriana,bnf_266
1978,Llama 3.3 70B · 12 000 TPM,Cambios,Deleción,depende,1,1,1,1,0.02352553697038135,False,depende,BnF_112_08,Paloma,bnf_112
1979,Llama 3.3 70B · 12 000 TPM,Cambios,Deleción,"derecho, bien",1,1,1,1,0.02352553697038135,False,"derecho, bien",BnF_032_39,Paloma,bnf_032
1980,Llama 3.3 70B · 12 000 TPM,Cambios,Deleción,"derecho, siendo",1,1,1,1,0.02352553697038135,False,"derecho, siendo",BnF_032_33,Adriana,bnf_032
1981,Llama 3.3 70B · 12 000 TPM,Cambios,Deleción,desistiendo,1,1,1,1,0.02352553697038135,False,desistiendo,UIA_Ms149_Exp3_43,Paco,uia_ms149
1982,Llama 3.3 70B · 12 000 TPM,Cambios,Deleción,"desta, para",1,1,1,1,0.02352553697038135,False,"desta, para",AGN_AHHacienda_v268_exp046_03,Arturo,agn_ahhacienda
1983,Llama 3.3 70B · 12 000 TPM,Cambios,Deleción,dieciocho,1,1,1,1,0.02352553697038135,False,dieciocho,BnF_030_22,Paco,bnf_030
1984,Llama 3.3 70B · 12 000 TPM,Cambios,Deleción,digo,1,1,1,1,0.02352553697038135,False,digo,BnF_032_23,Arturo,bnf_032
1985,Llama 3.3 70B · 12 000 TPM,Cambios,Deleción,digo que baltasar,1,1,1,1,0.02352553697038135,False,digo que Baltasar,BnF_110_09,Alba,bnf_110
1986,Llama 3.3 70B · 12 000 TPM,Cambios,Deleción,discípulo en,1,1,1,1,0.02352553697038135,False,discípulo en,BnF_264_12,Edna,bnf_264
1987,Llama 3.3 70B · 12 000 TPM,Cambios,Deleción,dueños,1,1,1,1,0.02352553697038135,False,dueños,BnF_119-148_33,Paloma,bnf_119-148
1988,Llama 3.3 70B · 12 000 TPM,Cambios,Deleción,el amor,1,1,1,1,0.02352553697038135,False,el amor,BnF_264_12,Edna,bnf_264
1989,Llama 3.3 70B · 12 000 TPM,Cambios,Deleción,el testigo,1,1,1,1,0.02352553697038135,False,el testigo,UIA_Ms149_Exp3_31,Alba,uia_ms149
1990,Llama 3.3 70B · 12 000 TPM,Cambios,Deleción,ello,1,1,1,1,0.02352553697038135,False,ello,BnF_118_05,Alba,bnf_118
1991,Llama 3.3 70B · 12 000 TPM,Cambios,Deleción,en,1,1,1,1,0.02352553697038135,False,En,UIA_Ms149_Exp2_51,Arturo,uia_ms149
1992,Llama 3.3 70B · 12 000 TPM,Cambios,Deleción,en la,1,1,1,1,0.02352553697038135,False,En la,BnF_104_3,Alba,bnf_104
1993,Llama 3.3 70B · 12 000 TPM,Cambios,Deleción,encarnación del hijo de dios,1,1,1,1,0.02352553697038135,False,encarnación del Hijo de Dios,BnF_264_03,Adriana,bnf_264
1994,Llama 3.3 70B · 12 000 TPM,Cambios,Deleción,"enríquez, virrey",1,1,1,1,0.02352553697038135,False,"Enríquez, virrey",BnF_119-148_16,Flor,bnf_119-148
1995,Llama 3.3 70B · 12 000 TPM,Cambios,Deleción,entendimos,1,1,1,1,0.02352553697038135,False,entendimos,utblac_wbs_1433_duplicated_1,Rodrigo,utblac_wbs
1996,Llama 3.3 70B · 12 000 TPM,Cambios,Deleción,es que,1,1,1,1,0.02352553697038135,False,es que,utblac_wbs_1433_duplicated_1,Rodrigo,utblac_wbs
1997,Llama 3.3 70B · 12 000 TPM,Cambios,Deleción,escrito,1,1,1,1,0.02352553697038135,False,Escrito,BnF_118_03,Paloma,bnf_118
1998,Llama 3.3 70B · 12 000 TPM,Cambios,Deleción,estas,1,1,1,1,0.02352553697038135,False,estas,AGI_INDIFERENTE_1529_N36_07,Rodrigo,agi_indiferente
1999,Llama 3.3 70B · 12 000 TPM,Cambios,Deleción,estas gentes,1,1,1,1,0.02352553697038135,False,estas gentes,BnF_264_03,Adriana,bnf_264
2000,Llama 3.3 70B · 12 000 TPM,Cambios,Deleción,estas minas,1,1,1,1,0.02352553697038135,False,estas minas,AGI_INDIFERENTE_1529_N36_07,Rodrigo,agi_indiferente
2001,Llama 3.3 70B · 12 000 TPM,Cambios,Deleción,"esto,",1,1,1,1,0.02352553697038135,False,"esto,",BnF_075_026,Arturo,bnf_075
2002,Llama 3.3 70B · 12 000 TPM,Cambios,Deleción,"estoy, con",1,1,1,1,0.02352553697038135,False,"estoy, con",BnF_110_09,Alba,bnf_110
2003,Llama 3.3 70B · 12 000 TPM,Cambios,Deleción,está la,1,1,1,1,0.02352553697038135,False,está la,BnF_266_07,Paco,bnf_266
2004,Llama 3.3 70B · 12 000 TPM,Cambios,Deleción,expoual,1,1,1,1,0.02352553697038135,False,Expoual,UIA_Ms149_Exp2_51,Arturo,uia_ms149
2005,Llama 3.3 70B · 12 000 TPM,Cambios,Deleción,extinguida. cundieron,1,1,1,1,0.02352553697038135,False,extinguida. Cundieron,BnF_264_12,Edna,bnf_264
2006,Llama 3.3 70B · 12 000 TPM,Cambios,Deleción,frailes,1,1,1,1,0.02352553697038135,False,frailes,BnF_113_43,Paloma,bnf_113
2007,Llama 3.3 70B · 12 000 TPM,Cambios,Deleción,fue justo,1,1,1,1,0.02352553697038135,False,fue justo,BnF_264_12,Edna,bnf_264
2008,Llama 3.3 70B · 12 000 TPM,Cambios,Deleción,fuisteis a,1,1,1,1,0.02352553697038135,False,fuisteis a,UIA_Ms149_Exp2_51,Arturo,uia_ms149
2009,Llama 3.3 70B · 12 000 TPM,Cambios,Deleción,"garcía,",1,1,1,1,0.02352553697038135,False,"García,",AGI_INDIFERENTE_2065_N45_11,Alba,agi_indiferente
2010,Llama 3.3 70B · 12 000 TPM,Cambios,Deleción,guamustitlan,1,1,1,1,0.02352553697038135,False,Guamustitlan,AGN_RealesCedDup_v003_exp334,Alba,agn_realesceddup
2011,Llama 3.3 70B · 12 000 TPM,Cambios,Deleción,habiéndolo como deuda,1,1,1,1,0.02352553697038135,False,habiéndolo como deuda,AGN_IndiferenteVirreinal_caja4071_exp024_1,Rodrigo,agn_indiferentevirreinal
2012,Llama 3.3 70B · 12 000 TPM,Cambios,Deleción,había minas,1,1,1,1,0.02352553697038135,False,había minas,BnF_264_12,Edna,bnf_264
2013,Llama 3.3 70B · 12 000 TPM,Cambios,Deleción,hacer agua,1,1,1,1,0.02352553697038135,False,hacer agua,BP_CM_R494_156_2,Javier,bp_cm
2014,Llama 3.3 70B · 12 000 TPM,Cambios,Deleción,hasta,1,1,1,1,0.02352553697038135,False,hasta,AGN_HospJesus_c474_leg267-2_exp024_7473-7537_02,Paco,agn_hospjesus
2015,Llama 3.3 70B · 12 000 TPM,Cambios,Deleción,hecho,1,1,1,1,0.02352553697038135,False,hecho,BnF_112_08,Paloma,bnf_112
2016,Llama 3.3 70B · 12 000 TPM,Cambios,Deleción,herejía,1,1,1,1,0.02352553697038135,False,herejía,utblac_gg_mss_g62_duplicated_09,Flor,utblac_gg
2017,Llama 3.3 70B · 12 000 TPM,Cambios,Deleción,"idolatraban, y la piedra",1,1,1,1,0.02352553697038135,False,"idolatraban, y la piedra",BnF_264_12,Edna,bnf_264
2018,Llama 3.3 70B · 12 000 TPM,Cambios,Deleción,inquirir,1,1,1,1,0.02352553697038135,False,inquirir,BnF_112_08,Paloma,bnf_112
2019,Llama 3.3 70B · 12 000 TPM,Cambios,Deleción,instrucción,1,1,1,1,0.02352553697038135,False,instrucción,AGN_RealesCedDup_v016_exp515,Alba,agn_realesceddup
2020,Llama 3.3 70B · 12 000 TPM,Cambios,Deleción,"intérprete, que",1,1,1,1,0.02352553697038135,False,"intérprete, que",BnF_113_43,Paloma,bnf_113
2021,Llama 3.3 70B · 12 000 TPM,Cambios,Deleción,josé,1,1,1,1,0.02352553697038135,False,José,AGN_AHHacienda_v268_exp046_03,Arturo,agn_ahhacienda
